1.0000   60.0000   -223.506276564
1.0000   62.2222   -223.565248379
1.0000   64.4444   -223.610700104
1.0000   66.6666   -223.645253149
1.0000   68.8888   -223.670997842
1.0000   71.1110   -223.689603362
1.0000   73.3332   -223.702404622
1.0000   75.5554   -223.710470706
1.0000   77.7776   -223.714658813
1.0000   79.9998   -223.715656882
1.0000   82.2220   -223.714017412
1.0000   84.4442   -223.713546610
1.0000   86.6664   -223.724538061
1.0000   88.8886   -223.744813074
1.0000   91.1108   -223.771734370
1.0000   93.3330   -223.803214946
1.0000   95.5552   -223.837617315
1.0000   97.7774   -223.870628873
1.0000   99.9996   -223.899517705
1.0000   102.2218   -223.924655343
1.0000   104.4440   -223.946373153
1.0000   106.6662   -223.964966204
1.0000   108.8884   -223.980697093
1.0000   111.1106   -223.993799650
1.0000   113.3328   -224.004482377
1.0000   115.5550   -224.012931673
1.0000   117.7772   -224.019314745
1.0000   119.9994   -224.023782293
1.0000   122.2216   -224.026470933
1.0000   124.4438   -224.027505389
1.0000   126.6660   -224.027000500
1.0000   128.8882   -224.025063043
1.0000   131.1104   -224.021793433
1.0000   133.3326   -224.017287309
1.0000   135.5548   -224.011637060
1.0000   137.7770   -224.004933309
1.0000   139.9992   -223.997266424
1.0000   142.2214   -223.988728065
1.0000   144.4436   -223.979427229
1.0000   146.6658   -223.969888637
1.0000   148.8880   -223.960412084
1.0000   151.1102   -223.951097432
1.0000   153.3324   -223.942041550
1.0000   155.5546   -223.933338027
1.0000   157.7768   -223.925076672
1.0000   159.9990   -223.917342747
                         
1.0222   60.0000   -223.629395985
1.0222   62.2222   -223.681186449
1.0222   64.4444   -223.720675186
1.0222   66.6666   -223.750284842
1.0222   68.8888   -223.771939976
1.0222   71.1110   -223.787171930
1.0222   73.3332   -223.797201007
1.0222   75.5554   -223.803000866
1.0222   77.7776   -223.805349086
1.0222   79.9998   -223.804867058
1.0222   82.2220   -223.802051633
1.0222   84.4442   -223.802135772
1.0222   86.6664   -223.813050610
1.0222   88.8886   -223.832084427
1.0222   91.1108   -223.856845976
1.0222   93.3330   -223.885459351
1.0222   95.5552   -223.916467674
1.0222   97.7774   -223.946717782
1.0222   99.9996   -223.973135697
1.0222   102.2218   -223.996049213
1.0222   104.4440   -224.015771993
1.0222   106.6662   -224.032582415
1.0222   108.8884   -224.046727545
1.0222   111.1106   -224.058426880
1.0222   113.3328   -224.067875802
1.0222   115.5550   -224.075248779
1.0222   117.7772   -224.080702204
1.0222   119.9994   -224.084376997
1.0222   122.2216   -224.086400925
1.0222   124.4438   -224.086890693
1.0222   126.6660   -224.085953828
1.0222   128.8882   -224.083690399
1.0222   131.1104   -224.080194604
1.0222   133.3326   -224.075556254
1.0222   135.5548   -224.069862191
1.0222   137.7770   -224.063197696
1.0222   139.9992   -224.055647894
1.0222   142.2214   -224.047393607
1.0222   144.4436   -224.038509653
1.0222   146.6658   -224.029681298
1.0222   148.8880   -224.020906977
1.0222   151.1102   -224.012276641
1.0222   153.3324   -224.003877784
1.0222   155.5546   -223.995795305
1.0222   157.7768   -223.988111167
1.0222   159.9990   -223.980903843
                         
1.0444   60.0000   -223.735513521
1.0444   62.2222   -223.780829059
1.0444   64.4444   -223.814962135
1.0444   66.6666   -223.840149163
1.0444   68.8888   -223.858160409
1.0444   71.1110   -223.870399492
1.0444   73.3332   -223.877980873
1.0444   75.5554   -223.881790293
1.0444   77.7776   -223.882532155
1.0444   79.9998   -223.880766908
1.0444   82.2220   -223.876940711
1.0444   84.4442   -223.877682848
1.0444   86.6664   -223.888252114
1.0444   88.8886   -223.905916710
1.0444   91.1108   -223.928514070
1.0444   93.3330   -223.954361042
1.0444   95.5552   -223.982160091
1.0444   97.7774   -224.009741827
1.0444   99.9996   -224.033879948
1.0444   102.2218   -224.054748027
1.0444   104.4440   -224.072642316
1.0444   106.6662   -224.087824956
1.0444   108.8884   -224.100528019
1.0444   111.1106   -224.120813661
1.0444   113.3328   -224.128031858
1.0444   115.5550   -224.125706222
1.0444   117.7772   -224.130335218
1.0444   119.9994   -224.133314286
1.0444   122.2216   -224.134762813
1.0444   124.4438   -224.134789874
1.0444   126.6660   -224.133496013
1.0444   128.8882   -224.130974848
1.0444   131.1104   -224.127314552
1.0444   133.3326   -224.122599240
1.0444   135.5548   -224.116910303
1.0444   137.7770   -224.110327720
1.0444   139.9992   -224.102931406
1.0444   142.2214   -224.094951002
1.0444   144.4436   -224.086828380
1.0444   146.6658   -224.078664839
1.0444   148.8880   -224.070543836
1.0444   151.1102   -224.062546806
1.0444   153.3324   -224.054753270
1.0444   155.5546   -224.047240799
1.0444   157.7768   -224.040084813
1.0444   159.9990   -224.033358189
                         
1.0666   60.0000   -223.826703854
1.0666   62.2222   -223.866181754
1.0666   64.4444   -223.895504528
1.0666   66.6666   -223.916734596
1.0666   68.8888   -223.931498842
1.0666   71.1110   -223.941082637
1.0666   73.3332   -223.946502695
1.0666   75.5554   -223.948563766
1.0666   77.7776   -223.947903085
1.0666   79.9998   -223.945025441
1.0666   82.2220   -223.940414249
1.0666   84.4442   -223.941747429
1.0666   86.6664   -223.951771868
1.0666   88.8886   -223.967994391
1.0666   91.1108   -223.988463600
1.0666   93.3330   -224.011671494
1.0666   95.5552   -224.036463432
1.0666   97.7774   -224.061425924
1.0666   99.9996   -224.083461870
1.0666   102.2218   -224.102449902
1.0666   104.4440   -224.118669270
1.0666   106.6662   -224.150868711
1.0666   108.8884   -224.160643482
1.0666   111.1106   -224.168462573
1.0666   113.3328   -224.174479154
1.0666   115.5550   -224.178830170
1.0666   117.7772   -224.169830502
1.0666   119.9994   -224.172201002
1.0666   122.2216   -224.173153922
1.0666   124.4438   -224.172791080
1.0666   126.6660   -224.171206338
1.0666   128.8882   -224.168487106
1.0666   131.1104   -224.164715722
1.0666   133.3326   -224.159970755
1.0666   135.5548   -224.154328249
1.0666   137.7770   -224.147862972
1.0666   139.9992   -224.140732291
1.0666   142.2214   -224.133359569
1.0666   144.4436   -224.125862547
1.0666   146.6658   -224.118318750
1.0666   148.8880   -224.110803869
1.0666   151.1102   -224.103392029
1.0666   153.3324   -224.096155953
1.0666   155.5546   -224.089167010
1.0666   157.7768   -224.082495125
1.0666   159.9990   -224.076208507
                         
1.0888   60.0000   -223.904785436
1.0888   62.2222   -223.939000148
1.0888   64.4444   -223.964002101
1.0888   66.6666   -223.981691495
1.0888   68.8888   -223.993562099
1.0888   71.1110   -224.000789821
1.0888   73.3332   -224.004301113
1.0888   75.5554   -224.004826187
1.0888   77.7776   -224.002940755
1.0888   79.9998   -223.999098967
1.0888   82.2220   -223.994048816
1.0888   84.4442   -223.995712663
1.0888   86.6664   -224.005050859
1.0888   88.8886   -224.019802443
1.0888   91.1108   -224.038209975
1.0888   93.3330   -224.058923952
1.0888   95.5552   -224.080917451
1.0888   97.7774   -224.103277275
1.0888   99.9996   -224.123376126
1.0888   102.2218   -224.140637223
1.0888   104.4440   -224.182521396
1.0888   106.6662   -224.192915788
